X_LONG;Y_LAT;Geo Shape;nom;num_station;nb_bornettes;En_service;M_en_S_16_nov_07;street;Mot_Directeur;No;Nrivoli;commune;code_insee;
43,5664782986;1,47526886928;"{""type"": ""Point"", ""coordinates"": [1.475268869281199, 43,5664782985792]}";BELIN SUP AERO;224;20;oui;2008;AV EDOUARD BELIN;BELIN (AV EDOUARD BELIN);10;3105552894;Toulouse;31555
43,5622903556;1,48095852125;"{""type"": ""Point"", ""coordinates"": [1.480958521253278, 43,56229035562091]}";BELIN C.N.R.S.;237;20;oui;2008;AV EDOUARD BELIN;BELIN (AV EDOUARD BELIN);16;3105552894;Toulouse;31555
43,5572334863;1,46526500947;"{""type"": ""Point"", ""coordinates"": [1.465265009467367, 43,557233486252734]}";NARBONNE IUFM;231;20;oui;2008;RTE DE NARBONNE;NARBONNE (RTE DE NARBONNE);217;3105556196;Toulouse;31555
43,6474935609;1,43264037245;"{""type"": ""Point"", ""coordinates"": [1.432640372445063, 43,64749356087172]}";PLACE RICHÃ;259;20;oui;2013;PL PAUL RICHE;RICHE (PL PAUL RICHE);;3105556642;Toulouse;31555
43,6406279929;1,44024551967;"{""type"": ""Point"", ""coordinates"": [1.440245519667786, 43,6406279929482]}";VAN DYCK;261;18;oui;2013;RUE ANTOINE VAN DYCK;DYCK (RUE ANTOINE VAN DYCK);;;Toulouse;31555
43,5787362363;1,44674751243;"{""type"": ""Point"", ""coordinates"": [1.44674751242579, 43,578736236264106]}";NIEL;281;0;oui;2014;RUE SAINT ROCH;ROCH (RUE SAINT ROCH);;;Toulouse;31555
43,5680280593;1,41334822234;"{""type"": ""Point"", ""coordinates"": [1.413348222344226, 43,568028059305185]}";BORDELONGUE;265;0;oui;2013;PAS DU CANAL DE BORDELONGUE;BORDELONGUE (PAS DU CANAL DE BORDELONGUE);;;Toulouse;31555
43,5650049725;1,41039892853;"{""type"": ""Point"", ""coordinates"": [1.410398928525144, 43,56500497247343]}";LAFOURGUETTE;264;0;oui;2013;PL DES GLIERES;GLIERES (PL DES GLIERES);;;Toulouse;31555
43,5814509455;1,38878379916;"{""type"": ""Point"", ""coordinates"": [1.388783799161274, 43,58145094547684]}";PLACE DES PRADETTES;275;0;oui;2013;PL DES PRADETTES;PRADETTES (PL DES PRADETTES);;;Toulouse;31555
43,5791571867;1,39260607288;"{""type"": ""Point"", ""coordinates"": [1.392606072884794, 43,57915718667213]}";IZAR;273;0;oui;2013;RPT LOUIS IZAR;IZAR (RPT LOUIS IZAR);;;Toulouse;31555
