Entité Juridique;Décision budgétaire;Exercice;Entité Financière;Nomenclature comptable;Type de mouvements;Section;Chapitre budgétaire;Libellé Chapitre budgétaire;Chapitre par nature;Libellé chapitre par nature;Nature comptable;Libellé Nature comptable;Fonction;Libellé Fonction;Mt Dépenses;Mt Recettes
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60636;Vêtements de travail;823;Espaces verts urbains;65000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;311;Expression musicale, lyrique et chorégraphique;4000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);048;Autres actions de coopération décentralisée;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);322;Musées;35000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);33;Action culturelle;6700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);522;Actions en faveur de l'enfance et de l'adolescence;600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;026;Cimetières et pompes funèbres;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;255;Classes de découverte et autres services annexes de l'enseignement;20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;40;Services communs;54831;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;411;Salles de sports, gymnases;1000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;412;Stades;3000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;421;Centres de loisirs;29600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;523;Actions en faveur des personnes en difficulté;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;831;Aménagement des eaux;5000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6078;Autres marchandises;322;Musées;190000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;025;Aides aux associations (non classées ailleurs);2000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;112;Police municipale;745000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;324;Entretien du partrimoine culturel;25000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;822;Voirie communale et routes;6207000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6132;Locations immobilières;020;Administration générale de la collectivité;1583305;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;023;Information, communication, publicité;433000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;322;Musées;64600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;40;Services communs;37700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;415;Manifestations sportives;11000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;421;Centres de loisirs;2600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;422;Autres activités pour les jeunes;245000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;614;Charges locatives et de copropriété;020;Administration générale de la collectivité;502172;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;323;Archives;3500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;324;Entretien du partrimoine culturel;120000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;814;Eclairage public;183600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;823;Espaces verts urbains;1162000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;831;Aménagement des eaux;65300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61551;Entretien et réparations dumatériel roulant;822;Voirie communale et routes;60000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;213;Classes regroupées;42900;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;321;Bibliothèques et médiathèques;7000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;64;Crèches et garderies;33820;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;822;Voirie communale et routes;2000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;823;Espaces verts urbains;30700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6156;Maintenance;321;Bibliothèques et médiathèques;135000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;617;Etudes et reherches;33;Action culturelle;210000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;617;Etudes et reherches;423;Colonies de vacances;6000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;617;Etudes et reherches;833;Préservation du millieu naturel;130000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;30;Services communs;500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;321;Bibliothèques et médiathèques;367000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;520;Services communs;1950;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6185;Frais de colloques et de séminaires;020;Administration générale de la collectivité;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6185;Frais de colloques et de séminaires;33;Action culturelle;60000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;020;Administration générale de la collectivité;320204;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;023;Information, communication, publicité;280000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;321;Bibliothèques et médiathèques;127000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;323;Archives;25000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;33;Action culturelle;836800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;411;Salles de sports, gymnases;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;421;Centres de loisirs;57000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;811;Eau et assainissement;250000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;833;Préservation du millieu naturel;109000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;024;Fêtes et cérémonies;460;0
