Entité Juridique;Décision budgétaire;Exercice;Entité Financière;Nomenclature comptable;Type de mouvements;Section;Chapitre budgétaire;Libellé Chapitre budgétaire;Chapitre par nature;Libellé chapitre par nature;Nature comptable;Libellé Nature comptable;Fonction;Libellé Fonction;Mt Dépenses;Mt Recettes
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;311;Expression musicale, lyrique et chorégraphique;1561;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;422;Autres activités pour les jeunes;5016;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;112;Police municipale;42000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;114;Autres services de protection civile;31000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;422;Autres activités pour les jeunes;60000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;510;Services communs;6525;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;048;Autres actions de coopération décentralisée;170000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;33;Action culturelle;83600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;411;Salles de sports, gymnases;2500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;422;Autres activités pour les jeunes;350000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;61;Services en faveur des personnes agées;28500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;824;Autres opérations d'aménagement urbain;340000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6231;Annonces et insertions;023;Information, communication, publicité;720000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6231;Annonces et insertions;322;Musées;454700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6231;Annonces et insertions;323;Archives;25000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6232;Fêtes et cérémonies;024;Fêtes et cérémonies;340000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6233;Foires et expositions;023;Information, communication, publicité;250000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;255;Classes de découverte et autres services annexes de l'enseignement;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;323;Archives;30000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;510;Services communs;22000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;524;Autres services;13500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6238;Divers;33;Action culturelle;94500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6241;Transports de biens;048;Autres actions de coopération décentralisée;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6241;Transports de biens;311;Expression musicale, lyrique et chorégraphique;1500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6244;Transports administratifs;322;Musées;1630;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6247;Transports collectifs;521;Services à caractère social pour handicapés et inadaptés;3150;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6247;Transports collectifs;524;Autres services;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6248;Divers;023;Information, communication, publicité;1500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6248;Divers;322;Musées;150;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;255;Classes de découverte et autres services annexes de l'enseignement;1200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6255;Frais de déménagement;020;Administration générale de la collectivité;298615;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;021;Assemblée locale;62;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;412;Stades;5000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;421;Centres de loisirs;7800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;522;Actions en faveur de l'enfance et de l'adolescence;720;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;523;Actions en faveur des personnes en difficulté;4800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;820;Services communs;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;822;Voirie communale et routes;950;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60636;Vêtements de travail;112;Police municipale;225000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;025;Aides aux associations (non classées ailleurs);1000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;12;Hygiène et salubrité publique;2500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;251;Hébergement et restauration scolaire;3000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;322;Musées;26800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;33;Action culturelle;2650;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;40;Services communs;7500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6064;Fournitures administratives;823;Espaces verts urbains;2000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);311;Expression musicale, lyrique et chorégraphique;9200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);323;Archives;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6065;Livres, disques, cassettes (bibliothèques, médiatèques);823;Espaces verts urbains;1500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6067;Fournitures scolaires;311;Expression musicale, lyrique et chorégraphique;1500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;020;Administration générale de la collectivité;1465870;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;023;Information, communication, publicité;260000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;321;Bibliothèques et médiathèques;198000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;322;Musées;118750;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;33;Action culturelle;21600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;413;Piscines;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;414;Autres équipements sportifs ou de loisir;7460;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6068;Autres matières et fournitures;520;Services communs;19600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;022;Administration générale de l'Etat;11500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;255;Classes de découverte et autres services annexes de l'enseignement;12292500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;423;Colonies de vacances;244500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;611;Contrats de prestations de services;524;Autres services;1354000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6132;Locations immobilières;048;Autres actions de coopération décentralisée;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6132;Locations immobilières;213;Classes regroupées;7400;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6132;Locations immobilières;523;Actions en faveur des personnes en difficulté;35000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6132;Locations immobilières;824;Autres opérations d'aménagement urbain;241507;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;024;Fêtes et cérémonies;207000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;255;Classes de découverte et autres services annexes de l'enseignement;900;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6135;Locations mobilières;510;Services communs;98500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;614;Charges locatives et de copropriété;524;Autres services;1500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;614;Charges locatives et de copropriété;824;Autres opérations d'aménagement urbain;79180;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;12;Hygiène et salubrité publique;80000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;524;Autres services;20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61522;Entretien et réparations des bâtiments;94;Aides au commerce et aux services marchands;30000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61523;Entretien et réparations des voies et réseaux;91;Foires et marchés;150000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;33;Action culturelle;4500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;40;Services communs;46100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;414;Autres équipements sportifs ou de loisir;2700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;423;Colonies de vacances;23000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;61558;Entretien et réparations des autres biens mobiliers;821;Equipements de voirie;269000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6156;Maintenance;213;Classes regroupées;88090;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;616;Primes d'assurance;422;Autres activités pour les jeunes;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;617;Etudes et reherches;823;Espaces verts urbains;56000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;023;Information, communication, publicité;90000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;422;Autres activités pour les jeunes;8300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;61;Services en faveur des personnes agées;500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;823;Espaces verts urbains;500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6182;Documentation générale et technique;824;Autres opérations d'aménagement urbain;7000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6185;Frais de colloques et de séminaires;324;Entretien du partrimoine culturel;15000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;025;Aides aux associations (non classées ailleurs);20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;112;Police municipale;64050;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;413;Piscines;500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;510;Services communs;70000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;64;Crèches et garderies;49815;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6188;Autres frais divers;823;Espaces verts urbains;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;022;Administration générale de l'Etat;126;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;112;Police municipale;920;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;255;Classes de découverte et autres services annexes de l'enseignement;368;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;321;Bibliothèques et médiathèques;805;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;64;Crèches et garderies;862;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6225;Indemnités au comptable et aux régisseurs;823;Espaces verts urbains;161;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;12;Hygiène et salubrité publique;20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;322;Musées;4500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;324;Entretien du partrimoine culturel;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;33;Action culturelle;55100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6226;Honoraires;521;Services à caractère social pour handicapés et inadaptés;33000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6227;Frais d'actes et de contentieux;020;Administration générale de la collectivité;597000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;40;Services communs;85000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6228;Divers;415;Manifestations sportives;5300;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6231;Annonces et insertions;422;Autres activités pour les jeunes;12000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6232;Fêtes et cérémonies;023;Information, communication, publicité;50000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6232;Fêtes et cérémonies;822;Voirie communale et routes;1000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6232;Fêtes et cérémonies;824;Autres opérations d'aménagement urbain;40000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;020;Administration générale de la collectivité;95910;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;322;Musées;446250;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6236;Catalogues et imprimés;822;Voirie communale et routes;1400;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6237;Publications;33;Action culturelle;16000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6238;Divers;020;Administration générale de la collectivité;20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6238;Divers;322;Musées;54000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6247;Transports collectifs;048;Autres actions de coopération décentralisée;20000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6247;Transports collectifs;33;Action culturelle;27200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6247;Transports collectifs;423;Colonies de vacances;111700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6248;Divers;422;Autres activités pour les jeunes;3000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6248;Divers;64;Crèches et garderies;1005;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;020;Administration générale de la collectivité;230000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;048;Autres actions de coopération décentralisée;40000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;322;Musées;56200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;422;Autres activités pour les jeunes;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6251;Voyages et déplacements;824;Autres opérations d'aménagement urbain;2000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6255;Frais de déménagement;824;Autres opérations d'aménagement urbain;8729;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;321;Bibliothèques et médiathèques;9990;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;6256;Missions;421;Centres de loisirs;28;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;255;Classes de découverte et autres services annexes de l'enseignement;115100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;61;Services en faveur des personnes agées;3000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60623;Alimentation;824;Autres opérations d'aménagement urbain;10000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60628;Autres fournitures non stockées;422;Autres activités pour les jeunes;200;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60628;Autres fournitures non stockées;831;Aménagement des eaux;1000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;022;Administration générale de l'Etat;4000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;40;Services communs;805500;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;411;Salles de sports, gymnases;5100;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;414;Autres équipements sportifs ou de loisir;4594;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;423;Colonies de vacances;20800;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60631;Fournitures d'entretien;524;Autres services;600;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;255;Classes de découverte et autres services annexes de l'enseignement;5000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;61;Services en faveur des personnes agées;8000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;64;Crèches et garderies;101900;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60632;Fournitures de petit équipement;821;Equipements de voirie;70000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60633;Fournitures de voirie;026;Cimetières et pompes funèbres;8700;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60636;Vêtements de travail;213;Classes regroupées;62000;0
Ville de Toulouse;BP;2012;Budget principal VT;M14;Réel;Fonctionnement;011;Charges à caractère général;011;Charges à caractère général;60636;Vêtements de travail;814;Eclairage public;1000;0
