entityid;code_politique_dominante;description_politique_dominante;code_secteur_intervention;description_secteur_intervention;code_sous_secteur;description_sous_secteur_interv;code_programme;description_programme;nature_affect_operation;vsectsubv;vmt_bp
ebdcbe2f-31fc-4d4b-9e62-cd647904c048;D-;QUALITE DES ESPACES PUBLICS DE PROXIMITE;D-01;Proprete urbaine;;;P039;Nettoyage des rues;Depense;Fonctionnement;650000
ebedc0c5-b8d4-453a-8466-78d9b8e36ed2;D-;QUALITE DES ESPACES PUBLICS DE PROXIMITE;D-02;Gestion de la voie publique;;;P082;Territoire et proximite;Depense;Investissement;15000
ec7ea4a2-b95a-43b4-94cb-a33c701d9242;B-;DEVELOPPEMENT CULTUREL;B-02;Musees;;;P017;Developpement des musees;Depense;Fonctionnement;50350
ecfbb307-4799-4e21-bdb3-0a7d4dd6f3ca;G-;Vie en societe;G-03;Jeunesse;;;P071;Engagement et participations des jeunes;Depense;Subventions;13000
edf1015f-5e1f-4ec9-8fa8-91b815689d8a;E-;PREVENTION DES RISQUES ET TRANQUILLITE;E-01;Tranquillite publique;;;P046;Police municipale;Depense;Fonctionnement;305000
ee57137a-1d57-41d0-bad2-2a220fd23a9c;F-;DEVELOPPEMENT SPORTIF;F-01;Equipements sportifs struct.;F-0101;Equipements structurants delegues;P135;Affermage Equip. Sport Loisirs;Recette;Fonctionnement;230000
ef9229f5-4db2-46de-a236-e7baedbbdc05;E-;PREVENTION DES RISQUES ET TRANQUILLITE;E-02;Prevention des risques;;;P048;Prevention Sante Environnement Securite;Recette;Investissement;0
efb4406f-13d3-4f4d-a925-0d13ca63cdb0;G-;Vie en societe;G-05;Seniors;G-0502;Vie à domicile;P077;Residences seniors;Depense;Investissement;0
f0f53650-a299-4848-a1d4-d946579b67ff;C-;DEVELOPPEMENT URBAIN DURABLE;C-04;Vie et depl. dans les esp.urb.;;;P034;Amenagement des espaces de circulation;Recette;Investissement;585451,82
f13c32c4-cd72-421e-8397-2f54c8196793;B-;DEVELOPPEMENT CULTUREL;B-02;Musees;;;P137;Boutiques des musees (TVA);Depense;Investissement;0
f1ea464f-7dd7-4cdf-9fdb-83a4fc12c7c6;B-;DEVELOPPEMENT CULTUREL;B-02;Musees;;;P016;Museum d'histoire naturelle;Recette;Investissement;0
f1f46c8f-5f9e-47ff-89b6-fa6394ac9e02;F-;DEVELOPPEMENT SPORTIF;F-03;Sports educatif et loisirs;F-0302;Construction et gestion des equipements;P060;Gestion salles et stades;Depense;Investissement;941700
f2df3d46-9594-4b8f-b6a0-05b16cce7bcf;J-;PERFORMANCE DE LA COLLECTIVITE;J-04;Strategie et gestion immo.;;;P129;Transactions assujetties à la TVA immobilières;Depense;Investissement;2500000
f34ecf0d-3cd0-45cc-a22d-b072b37672a3;B-;DEVELOPPEMENT CULTUREL;B-02;Musees;;;P012;Musee d'Art Contemporain;Recette;Fonctionnement;185100
f369ad00-9425-4f62-869d-9360ace21013;F-;DEVELOPPEMENT SPORTIF;F-01;Equipements sportifs struct.;F-0102;Equipements structurants en regie;P054;Palais des sports;Recette;Investissement;400000
f423b5aa-aa0d-4c81-8626-122e00a72ebb;B-;DEVELOPPEMENT CULTUREL;B-01;Enseignement artistique;;;P011;Ecole superieure d'Art de Bordeaux;Depense;Investissement;20000
f4e80b7c-754f-4294-b6bd-a5f1aef335b3;B-;DEVELOPPEMENT CULTUREL;B-02;Musees;;;P137;Boutiques des musees (TVA);Recette;Fonctionnement;0
f52e3c43-2689-46ce-8588-1c34c77e8132;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-01;Delegation au dev. durable;;;P087;Developpement durable;Depense;Investissement;0
f56eb877-f8fd-44f9-842b-58e3b5c4e949;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-03;Pilotage strategique et eval.;;;P097;Cooperation territoriale et europeenne;Depense;Subventions;0
f58402b0-50f1-466f-962e-7c7bd4bd8c00;J-;PERFORMANCE DE LA COLLECTIVITE;J-04;Strategie et gestion immo.;;;P108;Construction publique, maintenance et energies;Recette;Fonctionnement;5425000
f5d1de83-3b5c-40ae-8aca-26850edcf914;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-03;Pilotage strategique et eval.;;;P090;Evaluation et performance;Recette;Fonctionnement;0
f627154c-1341-42bf-ae0b-b9953c5f548d;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-05;E administration;;;P118;Securite du SI;Depense;Investissement;310000
f63ac33f-d339-4e86-bc6f-388b7607f44e;F-;DEVELOPPEMENT SPORTIF;F-01;Equipements sportifs struct.;F-0101;Equipements structurants delegues;P051;Nouveau stade (TVA);Depense;Investissement;21664000
f6d9d93e-a4a2-44c4-a84b-2f8c2a95be81;B-;DEVELOPPEMENT CULTUREL;B-03;Lecture publique et archives;;;P018;Lecture publique;Recette;Fonctionnement;217000
f805ced4-938c-4ea5-b42c-a7cbf7832f78;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-01;Delegation au dev. durable;;;P087;Developpement durable;Depense;Fonctionnement;60000
f8328eec-672e-4199-8f12-761419d996ac;G-;Vie en societe;G-04;Developpement social terr.;;;P122;Prevention de la delinquance;Depense;Subventions;0
f8ba65aa-9d96-49aa-b394-a94367f921cb;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-05;E administration;;;P128;Territoire innovant - mobile;Recette;Fonctionnement;0
f8c06495-71a3-4bcf-8cd5-5b1365b1b969;B-;DEVELOPPEMENT CULTUREL;B-04;Dev. action artistiq et cult.;;;P139;Base sous-marine;Recette;Fonctionnement;10000
f8c39a14-1cb6-46e2-8910-18dd7540ac4b;B-;DEVELOPPEMENT CULTUREL;B-04;Dev. action artistiq et cult.;;;P022;Rayonnement culturel;Depense;Fonctionnement;253640
f8d702b2-b39a-4789-8d7a-4fbcaa23a5a5;F-;DEVELOPPEMENT SPORTIF;F-03;Sports educatif et loisirs;F-0302;Construction et gestion des equipements;P059;Piscines;Depense;Investissement;662800
f94d1e0b-93ad-47c9-8190-5d0251cdae93;J-;PERFORMANCE DE LA COLLECTIVITE;J-05;Logistique et exploitation;;;P144;Gestion des equipements DGST;Recette;Investissement;0
f989a490-95ad-48e6-8b5b-2c33489e3c9e;H-;VIE DEMOCRATIQUE;H-02;Democratie locale et participation citoyenne;;;P083;Democratie locale et participation citoyenne;Depense;Fonctionnement;40000
f9de197f-4a9b-44db-a5bc-3c8c1c117346;D-;QUALITE DES ESPACES PUBLICS DE PROXIMITE;D-01;Proprete urbaine;;;P039;Nettoyage des rues;Depense;Investissement;675500
fa3bd27f-d266-46ed-8b23-f39079b4aaee;J-;PERFORMANCE DE LA COLLECTIVITE;J-05;Logistique et exploitation;;;P111;Editique et telephonie;Depense;Fonctionnement;894700
fb20e441-d2e6-4686-b9b9-691e9259797d;B-;DEVELOPPEMENT CULTUREL;B-02;Musees;;;P016;Museum d'histoire naturelle;Depense;Fonctionnement;38100
fc28eda3-d339-4d21-93f7-ae096cd6fb6b;H-;VIE DEMOCRATIQUE;H-01;Vie associative;;;P078;Developpement de la vie associative;Depense;Fonctionnement;216400
fc662705-2b82-4ae1-b2c5-43ca7f41e6f7;G-;Vie en societe;G-03;Jeunesse;;;P069;Accueil educatifs et de loisirs;Depense;Subventions;9700886
fc9d49f4-4aa3-4cb6-b9b4-1821d22dd63a;F-;DEVELOPPEMENT SPORTIF;F-01;Equipements sportifs struct.;F-0101;Equipements structurants delegues;P142;Gestion des sports (TVA);Recette;Fonctionnement;80000
fcc1c989-1caf-4e70-8c85-b06a4df012b8;F-;DEVELOPPEMENT SPORTIF;F-03;Sports educatif et loisirs;F-0302;Construction et gestion des equipements;P059;Piscines;Recette;Fonctionnement;767865
fcebc5cf-99b0-4fc4-b8de-e9920898bbc7;A-;ATTRACTIVITE ET RAYONNEMENT;A-04;Tourisme;;;P130;Equipements fluviaux (TVA);Recette;Fonctionnement;405960
fcfa1cb3-fad9-4a7a-8cf2-ebd26bcaecac;J-;PERFORMANCE DE LA COLLECTIVITE;J-04;Strategie et gestion immo.;;;P106;Cessions immobilières;Depense;Investissement;0
fcfc6166-27db-4f57-b0e0-fc7509b0da20;J-;PERFORMANCE DE LA COLLECTIVITE;J-01;Gestion dev. Ress. humaines;;;P096;Restauration du personnel assujettie;Depense;Fonctionnement;2644000
fed6d7ca-6723-4d2a-856a-aa993b441a47;D-;QUALITE DES ESPACES PUBLICS DE PROXIMITE;D-01;Proprete urbaine;;;P123;Sanitaires ;Recette;Fonctionnement;0
ff821e3f-0bad-4be8-91d4-fa30065d68ae;A-;ATTRACTIVITE ET RAYONNEMENT;A-01;Rayonnement architectural et urbain;;;P001;Rayonnement architectural et urbain;Recette;Fonctionnement;0
ffa2f682-9962-49cc-b878-788b95ee9425;I-;PILOTAGE STRATEGIQUE DE LA COLLECTIVITE;I-05;E administration;;;P114;Services numeriques à la population;Depense;Fonctionnement;100000
